Value,attempts,intercepted,susceptible,secure
0.4,7531,0,0,0.4
0.47,7532,0,0,0.47
0.52,7533,0,0.52,0
0.49,7534,0,0,0.49
0.45,7535,0,0,0.45
0.55,7536,0,0.55,0
0.45,7537,0,0,0.45
0.55,7538,0,0.55,0
0.61,7539,0,0.61,0
0.5,7540,0,0.5,0
0.53,7541,0,0.53,0
0.51,7542,0,0.51,0
0.5,7543,0,0.5,0
0.41,7544,0,0,0.41
0.46,7545,0,0,0.46
0.4,7546,0,0,0.4
0.58,7547,0,0.58,0
0.55,7548,0,0.55,0
0.49,7549,0,0,0.49
0.45,7550,0,0,0.45
0.48,7551,0,0,0.48
0.61,7552,0,0.61,0
0.44,7553,0,0,0.44
0.51,7554,0,0.51,0
0.5,7555,0,0.5,0
0.38,7556,0,0,0.38
0.63,7557,0,0.63,0
0.47,7558,0,0,0.47
0.49,7559,0,0,0.49
0.51,7560,0,0.51,0
0.57,7561,0,0.57,0
0.48,7562,0,0,0.48
0.49,7563,0,0,0.49
0.48,7564,0,0,0.48
0.59,7565,0,0.59,0
0.53,7566,0,0.53,0
0.49,7567,0,0,0.49
0.49,7568,0,0,0.49
0.52,7569,0,0.52,0
0.51,7570,0,0.51,0
0.58,7571,0,0.58,0
0.55,7572,0,0.55,0
0.51,7573,0,0.51,0
0.47,7574,0,0,0.47
0.45,7575,0,0,0.45
0.56,7576,0,0.56,0
0.5,7577,0,0.5,0
0.52,7578,0,0.52,0
0.46,7579,0,0,0.46
0.54,7580,0,0.54,0
0.5,7581,0,0.5,0
0.56,7582,0,0.56,0
0.47,7583,0,0,0.47
0.5,7584,0,0.5,0
0.54,7585,0,0.54,0
0.48,7586,0,0,0.48
0.44,7587,0,0,0.44
0.53,7588,0,0.53,0
0.52,7589,0,0.52,0
0.54,7590,0,0.54,0
0.45,7591,0,0,0.45
0.44,7592,0,0,0.44
0.43,7593,0,0,0.43
0.46,7594,0,0,0.46
0.49,7595,0,0,0.49
0.51,7596,0,0.51,0
0.54,7597,0,0.54,0
0.32,7598,0,0,0.32
0.41,7599,0,0,0.41
0.61,7600,0,0.61,0
0.4,7601,0,0,0.4
0.59,7602,0,0.59,0
0.52,7603,0,0.52,0
0.54,7604,0,0.54,0
0.51,7605,0,0.51,0
0.41,7606,0,0,0.41
0.5,7607,0,0.5,0
0.52,7608,0,0.52,0
0.47,7609,0,0,0.47
0.46,7610,0,0,0.46
0.48,7611,0,0,0.48
0.51,7612,0,0.51,0
0.41,7613,0,0,0.41
0.49,7614,0,0,0.49
0.52,7615,0,0.52,0
0.47,7616,0,0,0.47
0.55,7617,0,0.55,0
0.55,7618,0,0.55,0
0.49,7619,0,0,0.49
0.52,7620,0,0.52,0
0.52,7621,0,0.52,0
0.47,7622,0,0,0.47
0.57,7623,0,0.57,0
0.48,7624,0,0,0.48
0.51,7625,0,0.51,0
0.54,7626,0,0.54,0
0.54,7627,0,0.54,0
0.58,7628,0,0.58,0
0.54,7629,0,0.54,0
0.54,7630,0,0.54,0
0.5,7631,0,0.5,0
0.51,7632,0,0.51,0
0.48,7633,0,0,0.48
0.46,7634,0,0,0.46
0.51,7635,0,0.51,0
0.54,7636,0,0.54,0
0.44,7637,0,0,0.44
0.45,7638,0,0,0.45
0.53,7639,0,0.53,0
0.36,7640,0,0,0.36
0.47,7641,0,0,0.47
0.47,7642,0,0,0.47
0.49,7643,0,0,0.49
0.47,7644,0,0,0.47
0.46,7645,0,0,0.46
0.57,7646,0,0.57,0
0.38,7647,0,0,0.38
0.45,7648,0,0,0.45
0.58,7649,0,0.58,0
0.5,7650,0,0.5,0
0.43,7651,0,0,0.43
0.51,7652,0,0.51,0
0.47,7653,0,0,0.47
0.54,7654,0,0.54,0
0.49,7655,0,0,0.49
0.59,7656,0,0.59,0
0.43,7657,0,0,0.43
0.57,7658,0,0.57,0
0.5,7659,0,0.5,0
0.51,7660,0,0.51,0
0.46,7661,0,0,0.46
0.55,7662,0,0.55,0
0.52,7663,0,0.52,0
0.5,7664,0,0.5,0
0.57,7665,0,0.57,0
0.6,7666,0,0.6,0
0.54,7667,0,0.54,0
0.62,7668,0,0.62,0
0.53,7669,0,0.53,0
0.46,7670,0,0,0.46
0.44,7671,0,0,0.44
0.51,7672,0,0.51,0
0.49,7673,0,0,0.49
0.45,7674,0,0,0.45
0.46,7675,0,0,0.46
0.46,7676,0,0,0.46
0.45,7677,0,0,0.45
0.55,7678,0,0.55,0
0.53,7679,0,0.53,0
0.52,7680,0,0.52,0
0.46,7681,0,0,0.46
0.47,7682,0,0,0.47
0.48,7683,0,0,0.48
0.43,7684,0,0,0.43
0.52,7685,0,0.52,0
0.4,7686,0,0,0.4
0.49,7687,0,0,0.49
0.49,7688,0,0,0.49
0.45,7689,0,0,0.45
0.44,7690,0,0,0.44
0.48,7691,0,0,0.48
0.49,7692,0,0,0.49
0.47,7693,0,0,0.47
0.53,7694,0,0.53,0
0.45,7695,0,0,0.45
0.49,7696,0,0,0.49
0.54,7697,0,0.54,0
0.57,7698,0,0.57,0
0.53,7699,0,0.53,0
0.48,7700,0,0,0.48
0.47,7701,0,0,0.47
0.53,7702,0,0.53,0
0.52,7703,0,0.52,0
0.51,7704,0,0.51,0
0.42,7705,0,0,0.42
0.5,7706,0,0.5,0
0.56,7707,0,0.56,0
0.46,7708,0,0,0.46
0.56,7709,0,0.56,0
0.51,7710,0,0.51,0
0.48,7711,0,0,0.48
0.58,7712,0,0.58,0
0.57,7713,0,0.57,0
0.5,7714,0,0.5,0
0.53,7715,0,0.53,0
0.53,7716,0,0.53,0
0.54,7717,0,0.54,0
0.54,7718,0,0.54,0
0.51,7719,0,0.51,0
0.58,7720,0,0.58,0
0.44,7721,0,0,0.44
0.42,7722,0,0,0.42
0.46,7723,0,0,0.46
0.48,7724,0,0,0.48
0.49,7725,0,0,0.49
0.5,7726,0,0.5,0
0.39,7727,0,0,0.39
0.63,7728,0,0.63,0
0.39,7729,0,0,0.39
0.5,7730,0,0.5,0
0.45,7731,0,0,0.45
0.58,7732,0,0.58,0
0.47,7733,0,0,0.47
0.39,7734,0,0,0.39
0.54,7735,0,0.54,0
0.42,7736,0,0,0.42
0.46,7737,0,0,0.46
0.59,7738,0,0.59,0
0.45,7739,0,0,0.45
0.49,7740,0,0,0.49
0.52,7741,0,0.52,0
0.47,7742,0,0,0.47
0.52,7743,0,0.52,0
0.49,7744,0,0,0.49
0.46,7745,0,0,0.46
0.53,7746,0,0.53,0
0.44,7747,0,0,0.44
0.63,7748,0,0.63,0
0.58,7749,0,0.58,0
0.45,7750,0,0,0.45
0.54,7751,0,0.54,0
0.45,7752,0,0,0.45
0.51,7753,0,0.51,0
0.55,7754,0,0.55,0
0.45,7755,0,0,0.45
0.51,7756,0,0.51,0
0.55,7757,0,0.55,0
0.57,7758,0,0.57,0
0.48,7759,0,0,0.48
0.53,7760,0,0.53,0
0.48,7761,0,0,0.48
0.5,7762,0,0.5,0
0.46,7763,0,0,0.46
0.56,7764,0,0.56,0
0.47,7765,0,0,0.47
0.56,7766,0,0.56,0
0.57,7767,0,0.57,0
0.52,7768,0,0.52,0
0.48,7769,0,0,0.48
0.49,7770,0,0,0.49
0.5,7771,0,0.5,0
0.47,7772,0,0,0.47
0.48,7773,0,0,0.48
0.41,7774,0,0,0.41
0.46,7775,0,0,0.46
0.55,7776,0,0.55,0
0.5,7777,0,0.5,0
0.53,7778,0,0.53,0
0.58,7779,0,0.58,0
0.53,7780,0,0.53,0
0.47,7781,0,0,0.47
0.49,7782,0,0,0.49
0.47,7783,0,0,0.47
0.49,7784,0,0,0.49
0.45,7785,0,0,0.45
0.52,7786,0,0.52,0
0.53,7787,0,0.53,0
0.6,7788,0,0.6,0
0.55,7789,0,0.55,0
0.53,7790,0,0.53,0
0.49,7791,0,0,0.49
0.5,7792,0,0.5,0
0.54,7793,0,0.54,0
0.45,7794,0,0,0.45
0.53,7795,0,0.53,0
0.45,7796,0,0,0.45
0.58,7797,0,0.58,0
0.48,7798,0,0,0.48
0.5,7799,0,0.5,0
0.46,7800,0,0,0.46
0.62,7801,0,0.62,0
0.54,7802,0,0.54,0
0.41,7803,0,0,0.41
0.57,7804,0,0.57,0
0.51,7805,0,0.51,0
0.46,7806,0,0,0.46
0.56,7807,0,0.56,0
0.59,7808,0,0.59,0
0.49,7809,0,0,0.49
0.46,7810,0,0,0.46
0.55,7811,0,0.55,0
0.44,7812,0,0,0.44
0.54,7813,0,0.54,0
0.45,7814,0,0,0.45
0.5,7815,0,0.5,0
0.46,7816,0,0,0.46
0.42,7817,0,0,0.42
0.51,7818,0,0.51,0
0.55,7819,0,0.55,0
0.48,7820,0,0,0.48
0.54,7821,0,0.54,0
0.5,7822,0,0.5,0
0.58,7823,0,0.58,0
0.48,7824,0,0,0.48
0.51,7825,0,0.51,0
0.53,7826,0,0.53,0
0.51,7827,0,0.51,0
0.53,7828,0,0.53,0
0.63,7829,0,0.63,0
0.52,7830,0,0.52,0
0.48,7831,0,0,0.48
0.52,7832,0,0.52,0
0.44,7833,0,0,0.44
0.57,7834,0,0.57,0
0.6,7835,0,0.6,0
0.49,7836,0,0,0.49
0.49,7837,0,0,0.49
0.47,7838,0,0,0.47
0.56,7839,0,0.56,0
0.52,7840,0,0.52,0
0.52,7841,0,0.52,0
0.48,7842,0,0,0.48
0.51,7843,0,0.51,0
0.55,7844,0,0.55,0
0.56,7845,0,0.56,0
0.57,7846,0,0.57,0
0.45,7847,0,0,0.45
0.42,7848,0,0,0.42
0.48,7849,0,0,0.48
0.5,7850,0,0.5,0
0.55,7851,0,0.55,0
0.44,7852,0,0,0.44
0.52,7853,0,0.52,0
0.44,7854,0,0,0.44
0.5,7855,0,0.5,0
0.53,7856,0,0.53,0
0.5,7857,0,0.5,0
0.51,7858,0,0.51,0
0.51,7859,0,0.51,0
0.45,7860,0,0,0.45
0.52,7861,0,0.52,0
0.44,7862,0,0,0.44
0.54,7863,0,0.54,0
0.52,7864,0,0.52,0
0.44,7865,0,0,0.44
0.57,7866,0,0.57,0
0.52,7867,0,0.52,0
0.42,7868,0,0,0.42
0.58,7869,0,0.58,0
0.45,7870,0,0,0.45
0.53,7871,0,0.53,0
0.45,7872,0,0,0.45
0.5,7873,0,0.5,0
0.52,7874,0,0.52,0
0.49,7875,0,0,0.49
0.47,7876,0,0,0.47
0.54,7877,0,0.54,0
0.49,7878,0,0,0.49
0.48,7879,0,0,0.48
0.59,7880,0,0.59,0
0.45,7881,0,0,0.45
0.47,7882,0,0,0.47
0.55,7883,0,0.55,0
0.47,7884,0,0,0.47
0.48,7885,0,0,0.48
0.52,7886,0,0.52,0
0.52,7887,0,0.52,0
0.46,7888,0,0,0.46
0.47,7889,0,0,0.47
0.5,7890,0,0.5,0
0.52,7891,0,0.52,0
0.55,7892,0,0.55,0
0.53,7893,0,0.53,0
0.41,7894,0,0,0.41
0.51,7895,0,0.51,0
0.45,7896,0,0,0.45
0.38,7897,0,0,0.38
0.55,7898,0,0.55,0
0.5,7899,0,0.5,0
0.58,7900,0,0.58,0
0.48,7901,0,0,0.48
0.5,7902,0,0.5,0
0.45,7903,0,0,0.45
0.48,7904,0,0,0.48
0.38,7905,0,0,0.38
0.58,7906,0,0.58,0
0.59,7907,0,0.59,0
0.46,7908,0,0,0.46
0.46,7909,0,0,0.46
0.51,7910,0,0.51,0
0.5,7911,0,0.5,0
0.49,7912,0,0,0.49
0.54,7913,0,0.54,0
0.51,7914,0,0.51,0
0.51,7915,0,0.51,0
0.53,7916,0,0.53,0
0.45,7917,0,0,0.45
0.59,7918,0,0.59,0
0.55,7919,0,0.55,0
0.5,7920,0,0.5,0
0.45,7921,0,0,0.45
0.44,7922,0,0,0.44
0.41,7923,0,0,0.41
0.46,7924,0,0,0.46
0.48,7925,0,0,0.48
0.51,7926,0,0.51,0
0.55,7927,0,0.55,0
0.54,7928,0,0.54,0
0.56,7929,0,0.56,0
0.48,7930,0,0,0.48
0.46,7931,0,0,0.46
0.49,7932,0,0,0.49
0.41,7933,0,0,0.41
0.53,7934,0,0.53,0
0.51,7935,0,0.51,0
0.57,7936,0,0.57,0
0.47,7937,0,0,0.47
0.54,7938,0,0.54,0
0.5,7939,0,0.5,0
0.46,7940,0,0,0.46
0.55,7941,0,0.55,0
0.57,7942,0,0.57,0
0.54,7943,0,0.54,0
0.52,7944,0,0.52,0
0.46,7945,0,0,0.46
0.58,7946,0,0.58,0
0.39,7947,0,0,0.39
0.47,7948,0,0,0.47
0.4,7949,0,0,0.4
0.45,7950,0,0,0.45
0.5,7951,0,0.5,0
0.51,7952,0,0.51,0
0.43,7953,0,0,0.43
0.51,7954,0,0.51,0
0.47,7955,0,0,0.47
0.46,7956,0,0,0.46
0.49,7957,0,0,0.49
0.54,7958,0,0.54,0
0.52,7959,0,0.52,0
0.45,7960,0,0,0.45
0.57,7961,0,0.57,0
0.46,7962,0,0,0.46
0.47,7963,0,0,0.47
0.55,7964,0,0.55,0
0.5,7965,0,0.5,0
0.42,7966,0,0,0.42
0.47,7967,0,0,0.47
0.56,7968,0,0.56,0
0.56,7969,0,0.56,0
0.51,7970,0,0.51,0
0.49,7971,0,0,0.49
0.54,7972,0,0.54,0
0.48,7973,0,0,0.48
0.48,7974,0,0,0.48
0.52,7975,0,0.52,0
0.46,7976,0,0,0.46
0.5,7977,0,0.5,0
0.41,7978,0,0,0.41
0.41,7979,0,0,0.41
0.53,7980,0,0.53,0
0.53,7981,0,0.53,0
0.51,7982,0,0.51,0
0.46,7983,0,0,0.46
0.45,7984,0,0,0.45
0.45,7985,0,0,0.45
0.56,7986,0,0.56,0
0.47,7987,0,0,0.47
0.51,7988,0,0.51,0
0.53,7989,0,0.53,0
0.5,7990,0,0.5,0
0.49,7991,0,0,0.49
0.35,7992,0,0,0.35
0.46,7993,0,0,0.46
0.47,7994,0,0,0.47
0.55,7995,0,0.55,0
0.54,7996,0,0.54,0
0.43,7997,0,0,0.43
0.51,7998,0,0.51,0
0.47,7999,0,0,0.47
0.44,8000,0,0,0.44
0.55,8001,0,0.55,0
0.45,8002,0,0,0.45
0.47,8003,0,0,0.47
0.44,8004,0,0,0.44
0.56,8005,0,0.56,0
0.53,8006,0,0.53,0
0.53,8007,0,0.53,0
0.42,8008,0,0,0.42
0.49,8009,0,0,0.49
0.49,8010,0,0,0.49
0.55,8011,0,0.55,0
0.41,8012,0,0,0.41
0.51,8013,0,0.51,0
0.5,8014,0,0.5,0
0.45,8015,0,0,0.45
0.56,8016,0,0.56,0
0.45,8017,0,0,0.45
0.56,8018,0,0.56,0
0.45,8019,0,0,0.45
0.51,8020,0,0.51,0
0.47,8021,0,0,0.47
0.51,8022,0,0.51,0
0.45,8023,0,0,0.45
0.47,8024,0,0,0.47
0.48,8025,0,0,0.48
0.47,8026,0,0,0.47
0.51,8027,0,0.51,0
0.55,8028,0,0.55,0
0.5,8029,0,0.5,0
0.52,8030,0,0.52,0
0.56,8031,0,0.56,0
0.44,8032,0,0,0.44
0.63,8033,0,0.63,0
0.49,8034,0,0,0.49
0.51,8035,0,0.51,0
0.43,8036,0,0,0.43
0.42,8037,0,0,0.42
0.46,8038,0,0,0.46
0.52,8039,0,0.52,0
0.49,8040,0,0,0.49
0.45,8041,0,0,0.45
0.47,8042,0,0,0.47
0.42,8043,0,0,0.42
0.5,8044,0,0.5,0
0.5,8045,0,0.5,0
0.54,8046,0,0.54,0
0.46,8047,0,0,0.46
0.47,8048,0,0,0.47
0.47,8049,0,0,0.47
0.5,8050,0,0.5,0
0.54,8051,0,0.54,0
0.55,8052,0,0.55,0
0.49,8053,0,0,0.49
0.45,8054,0,0,0.45
0.54,8055,0,0.54,0
0.51,8056,0,0.51,0
0.54,8057,0,0.54,0
0.52,8058,0,0.52,0
0.47,8059,0,0,0.47
0.5,8060,0,0.5,0
0.46,8061,0,0,0.46
0.5,8062,0,0.5,0
0.57,8063,0,0.57,0
0.59,8064,0,0.59,0
0.49,8065,0,0,0.49
0.41,8066,0,0,0.41
0.46,8067,0,0,0.46
0.51,8068,0,0.51,0
0.49,8069,0,0,0.49
0.6,8070,0,0.6,0
0.57,8071,0,0.57,0
0.48,8072,0,0,0.48
0.48,8073,0,0,0.48
0.47,8074,0,0,0.47
0.48,8075,0,0,0.48
0.48,8076,0,0,0.48
0.51,8077,0,0.51,0
0.47,8078,0,0,0.47
0.51,8079,0,0.51,0
0.41,8080,0,0,0.41
0.5,8081,0,0.5,0
0.55,8082,0,0.55,0
0.49,8083,0,0,0.49
0.48,8084,0,0,0.48
0.53,8085,0,0.53,0
0.54,8086,0,0.54,0
0.48,8087,0,0,0.48
0.47,8088,0,0,0.47
0.53,8089,0,0.53,0
0.55,8090,0,0.55,0
0.54,8091,0,0.54,0
0.53,8092,0,0.53,0
0.59,8093,0,0.59,0
0.46,8094,0,0,0.46
0.55,8095,0,0.55,0
0.48,8096,0,0,0.48
0.49,8097,0,0,0.49
0.49,8098,0,0,0.49
0.51,8099,0,0.51,0
0.58,8100,0,0.58,0
0.44,8101,0,0,0.44
0.52,8102,0,0.52,0
0.58,8103,0,0.58,0
0.48,8104,0,0,0.48
0.38,8105,0,0,0.38
0.47,8106,0,0,0.47
0.55,8107,0,0.55,0
0.51,8108,0,0.51,0
0.54,8109,0,0.54,0
0.47,8110,0,0,0.47
0.54,8111,0,0.54,0
0.45,8112,0,0,0.45
0.46,8113,0,0,0.46
0.52,8114,0,0.52,0
0.53,8115,0,0.53,0
0.54,8116,0,0.54,0
0.35,8117,0,0,0.35
0.57,8118,0,0.57,0
0.43,8119,0,0,0.43
0.48,8120,0,0,0.48
0.52,8121,0,0.52,0
0.44,8122,0,0,0.44
0.55,8123,0,0.55,0
0.5,8124,0,0.5,0
0.53,8125,0,0.53,0
0.42,8126,0,0,0.42
0.54,8127,0,0.54,0
0.37,8128,0,0,0.37
0.48,8129,0,0,0.48
0.45,8130,0,0,0.45
0.55,8131,0,0.55,0
0.53,8132,0,0.53,0
0.5,8133,0,0.5,0
0.42,8134,0,0,0.42
0.51,8135,0,0.51,0
0.49,8136,0,0,0.49
0.42,8137,0,0,0.42
0.52,8138,0,0.52,0
0.46,8139,0,0,0.46
0.55,8140,0,0.55,0
0.45,8141,0,0,0.45
0.49,8142,0,0,0.49
0.46,8143,0,0,0.46
0.5,8144,0,0.5,0
0.44,8145,0,0,0.44
0.48,8146,0,0,0.48
0.52,8147,0,0.52,0
0.5,8148,0,0.5,0
0.45,8149,0,0,0.45
0.54,8150,0,0.54,0
0.39,8151,0,0,0.39
0.36,8152,0,0,0.36
0.5,8153,0,0.5,0
0.44,8154,0,0,0.44
0.4,8155,0,0,0.4
0.54,8156,0,0.54,0
0.54,8157,0,0.54,0
0.41,8158,0,0,0.41
0.52,8159,0,0.52,0
0.42,8160,0,0,0.42
0.46,8161,0,0,0.46
0.51,8162,0,0.51,0
0.49,8163,0,0,0.49
0.42,8164,0,0,0.42
0.5,8165,0,0.5,0
0.53,8166,0,0.53,0
0.51,8167,0,0.51,0
0.55,8168,0,0.55,0
0.46,8169,0,0,0.46
0.41,8170,0,0,0.41
0.56,8171,0,0.56,0
0.46,8172,0,0,0.46
0.52,8173,0,0.52,0
0.52,8174,0,0.52,0
0.55,8175,0,0.55,0
0.55,8176,0,0.55,0
0.5,8177,0,0.5,0
0.54,8178,0,0.54,0
0.4,8179,0,0,0.4
0.5,8180,0,0.5,0
0.54,8181,0,0.54,0
0.52,8182,0,0.52,0
0.61,8183,0,0.61,0
0.56,8184,0,0.56,0
0.52,8185,0,0.52,0
0.45,8186,0,0,0.45
0.5,8187,0,0.5,0
0.56,8188,0,0.56,0
0.52,8189,0,0.52,0
0.52,8190,0,0.52,0
0.46,8191,0,0,0.46
0.55,8192,0,0.55,0
0.5,8193,0,0.5,0
0.55,8194,0,0.55,0
0.42,8195,0,0,0.42
0.48,8196,0,0,0.48
0.5,8197,0,0.5,0
0.57,8198,0,0.57,0
0.53,8199,0,0.53,0
0.48,8200,0,0,0.48
0.49,8201,0,0,0.49
0.57,8202,0,0.57,0
0.42,8203,0,0,0.42
0.44,8204,0,0,0.44
0.5,8205,0,0.5,0
0.44,8206,0,0,0.44
0.53,8207,0,0.53,0
0.54,8208,0,0.54,0
0.5,8209,0,0.5,0
0.55,8210,0,0.55,0
0.5,8211,0,0.5,0
0.59,8212,0,0.59,0
0.54,8213,0,0.54,0
0.56,8214,0,0.56,0
0.53,8215,0,0.53,0
0.53,8216,0,0.53,0
0.44,8217,0,0,0.44
0.52,8218,0,0.52,0
0.49,8219,0,0,0.49
0.59,8220,0,0.59,0
0.46,8221,0,0,0.46
0.51,8222,0,0.51,0
0.42,8223,0,0,0.42
0.45,8224,0,0,0.45
0.41,8225,0,0,0.41
0.56,8226,0,0.56,0
0.48,8227,0,0,0.48
0.44,8228,0,0,0.44
0.5,8229,0,0.5,0
0.42,8230,0,0,0.42
0.53,8231,0,0.53,0
0.52,8232,0,0.52,0
0.54,8233,0,0.54,0
0.48,8234,0,0,0.48
0.4,8235,0,0,0.4
0.54,8236,0,0.54,0
0.36,8237,0,0,0.36
0.4,8238,0,0,0.4
0.43,8239,0,0,0.43
0.5,8240,0,0.5,0
0.52,8241,0,0.52,0
0.47,8242,0,0,0.47
0.44,8243,0,0,0.44
0.5,8244,0,0.5,0
0.46,8245,0,0,0.46
0.49,8246,0,0,0.49
0.52,8247,0,0.52,0
0.54,8248,0,0.54,0
0.4,8249,0,0,0.4
0.49,8250,0,0,0.49
0.43,8251,0,0,0.43
0.46,8252,0,0,0.46
0.48,8253,0,0,0.48
0.52,8254,0,0.52,0
0.45,8255,0,0,0.45
0.47,8256,0,0,0.47
0.47,8257,0,0,0.47
0.46,8258,0,0,0.46
0.4,8259,0,0,0.4
0.43,8260,0,0,0.43
0.52,8261,0,0.52,0
0.61,8262,0,0.61,0
0.5,8263,0,0.5,0
0.53,8264,0,0.53,0
0.56,8265,0,0.56,0
0.54,8266,0,0.54,0
0.53,8267,0,0.53,0
0.44,8268,0,0,0.44
0.44,8269,0,0,0.44
0.56,8270,0,0.56,0
0.49,8271,0,0,0.49
0.46,8272,0,0,0.46
0.53,8273,0,0.53,0
0.61,8274,0,0.61,0
0.56,8275,0,0.56,0
0.49,8276,0,0,0.49
0.48,8277,0,0,0.48
0.46,8278,0,0,0.46
0.42,8279,0,0,0.42
0.61,8280,0,0.61,0
0.48,8281,0,0,0.48
0.53,8282,0,0.53,0
0.55,8283,0,0.55,0
0.51,8284,0,0.51,0
0.59,8285,0,0.59,0
0.5,8286,0,0.5,0
0.49,8287,0,0,0.49
0.49,8288,0,0,0.49
0.42,8289,0,0,0.42
0.51,8290,0,0.51,0
0.45,8291,0,0,0.45
0.54,8292,0,0.54,0
0.53,8293,0,0.53,0
0.43,8294,0,0,0.43
0.57,8295,0,0.57,0
0.47,8296,0,0,0.47
0.61,8297,0,0.61,0
0.5,8298,0,0.5,0
0.43,8299,0,0,0.43
0.55,8300,0,0.55,0
0.51,8301,0,0.51,0
0.49,8302,0,0,0.49
0.47,8303,0,0,0.47
0.54,8304,0,0.54,0
0.44,8305,0,0,0.44
0.54,8306,0,0.54,0
0.49,8307,0,0,0.49
0.47,8308,0,0,0.47
0.52,8309,0,0.52,0
0.54,8310,0,0.54,0
0.47,8311,0,0,0.47
0.44,8312,0,0,0.44
0.48,8313,0,0,0.48
0.55,8314,0,0.55,0
0.45,8315,0,0,0.45
0.48,8316,0,0,0.48
0.55,8317,0,0.55,0
0.53,8318,0,0.53,0
0.53,8319,0,0.53,0
0.41,8320,0,0,0.41
0.58,8321,0,0.58,0
0.43,8322,0,0,0.43
0.48,8323,0,0,0.48
0.57,8324,0,0.57,0
0.49,8325,0,0,0.49
0.52,8326,0,0.52,0
0.57,8327,0,0.57,0
0.54,8328,0,0.54,0
0.48,8329,0,0,0.48
0.47,8330,0,0,0.47
0.47,8331,0,0,0.47
0.51,8332,0,0.51,0
0.4,8333,0,0,0.4
0.57,8334,0,0.57,0
0.52,8335,0,0.52,0
0.53,8336,0,0.53,0
0.54,8337,0,0.54,0
0.49,8338,0,0,0.49
0.51,8339,0,0.51,0
0.43,8340,0,0,0.43
0.52,8341,0,0.52,0
0.48,8342,0,0,0.48
0.47,8343,0,0,0.47
0.43,8344,0,0,0.43
0.55,8345,0,0.55,0
0.5,8346,0,0.5,0
0.48,8347,0,0,0.48
0.51,8348,0,0.51,0
0.43,8349,0,0,0.43
0.55,8350,0,0.55,0
0.45,8351,0,0,0.45
0.45,8352,0,0,0.45
0.52,8353,0,0.52,0
0.52,8354,0,0.52,0
0.48,8355,0,0,0.48
0.48,8356,0,0,0.48
0.45,8357,0,0,0.45
0.53,8358,0,0.53,0
0.51,8359,0,0.51,0
0.59,8360,0,0.59,0
0.43,8361,0,0,0.43
0.51,8362,0,0.51,0
0.43,8363,0,0,0.43
0.52,8364,0,0.52,0
0.46,8365,0,0,0.46
0.51,8366,0,0.51,0
0.41,8367,0,0,0.41
0.48,8368,0,0,0.48
0.52,8369,0,0.52,0
0.47,8370,0,0,0.47
0.49,8371,0,0,0.49
0.55,8372,0,0.55,0
0.46,8373,0,0,0.46
0.55,8374,0,0.55,0
0.5,8375,0,0.5,0
0.48,8376,0,0,0.48
0.43,8377,0,0,0.43
0.41,8378,0,0,0.41
0.53,8379,0,0.53,0
0.49,8380,0,0,0.49
0.4,8381,0,0,0.4
0.51,8382,0,0.51,0
0.49,8383,0,0,0.49
0.52,8384,0,0.52,0
0.48,8385,0,0,0.48
0.53,8386,0,0.53,0
0.51,8387,0,0.51,0
0.53,8388,0,0.53,0
0.44,8389,0,0,0.44
0.51,8390,0,0.51,0
0.41,8391,0,0,0.41
0.49,8392,0,0,0.49
0.43,8393,0,0,0.43
0.57,8394,0,0.57,0
0.49,8395,0,0,0.49
0.62,8396,0,0.62,0
0.5,8397,0,0.5,0
0.48,8398,0,0,0.48
0.53,8399,0,0.53,0
0.52,8400,0,0.52,0
0.49,8401,0,0,0.49
0.59,8402,0,0.59,0
0.46,8403,0,0,0.46
0.45,8404,0,0,0.45
0.5,8405,0,0.5,0
0.53,8406,0,0.53,0
0.54,8407,0,0.54,0
0.39,8408,0,0,0.39
0.47,8409,0,0,0.47
0.51,8410,0,0.51,0
0.5,8411,0,0.5,0
0.47,8412,0,0,0.47
0.45,8413,0,0,0.45
0.48,8414,0,0,0.48
0.4,8415,0,0,0.4
0.41,8416,0,0,0.41
0.42,8417,0,0,0.42
0.53,8418,0,0.53,0
0.55,8419,0,0.55,0
0.61,8420,0,0.61,0
0.47,8421,0,0,0.47
0.46,8422,0,0,0.46
0.59,8423,0,0.59,0
0.5,8424,0,0.5,0
0.51,8425,0,0.51,0
0.51,8426,0,0.51,0
0.47,8427,0,0,0.47
0.53,8428,0,0.53,0
0.48,8429,0,0,0.48
0.51,8430,0,0.51,0
0.44,8431,0,0,0.44
0.5,8432,0,0.5,0
0.48,8433,0,0,0.48
0.52,8434,0,0.52,0
0.5,8435,0,0.5,0
0.52,8436,0,0.52,0
0.55,8437,0,0.55,0
0.56,8438,0,0.56,0
0.47,8439,0,0,0.47
0.61,8440,0,0.61,0
0.55,8441,0,0.55,0
0.44,8442,0,0,0.44
0.47,8443,0,0,0.47
0.46,8444,0,0,0.46
0.43,8445,0,0,0.43
0.45,8446,0,0,0.45
0.58,8447,0,0.58,0
0.5,8448,0,0.5,0
0.47,8449,0,0,0.47
0.53,8450,0,0.53,0
0.48,8451,0,0,0.48
0.5,8452,0,0.5,0
0.46,8453,0,0,0.46
0.46,8454,0,0,0.46
0.52,8455,0,0.52,0
0.57,8456,0,0.57,0
0.45,8457,0,0,0.45
0.42,8458,0,0,0.42
0.51,8459,0,0.51,0
0.51,8460,0,0.51,0
0.5,8461,0,0.5,0
0.54,8462,0,0.54,0
